ML1,ML2,ML3
0.9203669926524234,0.7274343794469169,-0.8895703117877489
1.0201818689761595,0.6503269237304069,-0.025150202384431886
-1.4442112956112187,-0.6499783815986544,-0.47866331299627474
-1.0191898493481268,-0.8546491337026797,0.08454102364951566
0.6585805087632188,-0.04623051678030379,-0.5297151607653683
-0.4978742626777469,-1.3886023249900272,-0.17296057953403654
0.12805606677821094,0.4721927836114229,0.42118097478502087
1.3363205900809085,0.08231078984497031,-0.22310619885797645
-0.03010807931811267,-1.0245660865630344,-0.10377334954865325
1.328357587310572,-1.2048841536258506,-0.13526081703578519
-0.5971532960244427,-1.7161849735061017,0.9318019790868913
0.47316999365533247,-0.5679142432791591,0.21108456269256332
0.7329298789677562,-0.14553235112558435,-1.0943063521508456
-0.08362607092216594,-1.3920213257254308,0.8512248054154206
1.6896568346529273,0.640445011674595,-0.7780873072235603
-0.7140392546566325,-0.7175599788404878,1.0004792242384013
0.1234918249494699,-1.098336840525582,-0.27072807794494447
0.3103569991452289,-0.4610009200785755,-0.08370452775592331
-0.9194043225050699,-1.6898516661979772,0.5321493349698321
-0.1505466731861841,-0.5714186826500552,0.30657738825762315
2.122420755497441,1.2432867431057977,-0.6909139659464464
0.058304421935906056,-0.8086903775761227,-0.42057394426388117
-0.05671672757642948,-0.921755840751562,-0.3039383399508215
1.0145769901116481,0.49973700419256106,-0.976995854889583
1.6743323464057887,1.325227939368533,0.06519936022895667
0.0981839670109719,-0.25634704366691685,-0.12082505755987752
0.729768485444076,-0.44018109228588537,-0.4578489561284927
-1.0345233457151615,-1.4558829466189493,0.9719510937116941
-0.3174623158474366,-0.6588619926589965,-0.47655313852768866
1.503464317020391,0.6494599417233446,0.5997753997642863
-0.31186989022787104,-0.3452193661651683,-0.3732310697550089
0.14886207560097747,-0.8808185872455926,-0.4462441468932562
-0.1323836478734732,0.47980572307849556,-1.3205329776138346
0.4352426768967483,-0.41747624098299924,0.32496479455824057
0.3972066720165549,0.2103356320339563,-0.2278569697386741
0.830323013805394,0.19461573450120834,-0.5438648060013316
0.7064697691408127,0.6173932607347029,-0.5496919985665301
0.6782625239173232,0.833798115626994,-0.6857994042121127
0.6720253946342977,0.4299381641672425,-0.7712192531216007
1.2708030824584373,0.859878728312769,-1.3472856108527786
0.11029586989322485,0.3346818213347126,0.2084629572310519
-0.339591208636757,0.6227618377464135,-1.0929148376407614
0.6319812658015185,0.9139249592576684,-0.9246239439934376
0.2829414061168466,0.5657628108479205,-0.08544415508000602
0.3654184184624062,-0.04236201713507784,0.9873133110385949
-1.6824664182698161,-1.827715475884777,2.278210306473713
-0.9139257099886452,-0.2539709434239878,1.798459757644478
0.549597749638097,0.5850276289771663,-0.4784266154143312
-1.4042410803229193,0.27182722247148783,-0.22750130633269833
0.24698351657698336,0.9293741955120196,-1.1235013434374705
-1.2745406580339658,0.31661780562178043,-0.47217430421857753
-0.9520914993680792,0.19978751107072706,0.1952843542192349
0.6984724263841942,0.9409105299428789,-0.03678945048889537
-0.9938170728797199,-0.6787436692100718,1.657790987671722
-2.0033991169364094,-2.0946994622575916,1.55753239766708
-0.33520048860723856,0.5836821735229325,-1.080994937983467
2.0452851863179444,2.040971253833441,-0.37619335101687645
0.5193575207207518,0.7645783557594364,0.973307802972355
0.14447316708094005,1.2886919610882677,-0.0732031554998761
-0.050575618625701965,1.4564008781539957,1.7023694289651643
0.0346457259587237,1.3355536057018202,0.9614617031114054
0.28104815091000146,1.1135363139701202,0.7946256571641049
-1.0546034510013242,0.07733529065602979,0.28294415906760295
-1.6128939580602795,0.3335709600820369,-0.9942756577643709
-1.8402360963184794,0.5052944673106239,-0.4596644709211793
-1.782083246351707,0.8798356506073701,0.16335250537439333
-1.4482042942294353,0.08621947635837562,-1.1676613978230084
-1.4584104770293058,0.0959522398945058,-0.13044873512287591
-0.7814928318416432,0.14712072026857437,-0.35074402203229466
0.15639595074588397,1.2267313864327587,-1.2450378725592082
-1.1971808651091633,0.8565366070132234,-0.8458745126896154
-1.2685800555213045,-0.6980839574112616,1.5551558554815683
-1.225424631058171,0.813381806021861,1.160515941711526
-1.6247756539967517,0.2013215310340437,0.8238286954331179
-1.3450651545050007,-0.7303556700885269,-0.14870607573165107
-1.7475027740718012,-0.6646468627416301,0.7220706099849395
-1.6585139961542053,-1.331724516433251,1.5334720117941034
-1.2907981989789459,-1.2730357633178493,1.1171281723328206
-0.6317820587806604,-0.38978468064154087,-0.2378669681163587
0.35434543512890765,-0.051109619999608835,-0.8400583283531871
1.35931470548029,0.7502938574337804,-0.5620557087052145
2.0122890928567783,1.3141242925965277,-0.32039057716652253
0.9614289442187196,0.8465884650032472,-0.9903631045127681
0.8231278355053054,1.214911214208029,-0.6333916896187626
0.3399391479436044,0.5849255925368785,-0.5809619269273714
-0.9611359754078973,0.17781248129190919,0.7795877389482935
1.0721799751031593,1.0459945927460275,-0.6329773039445394
0.8276123674242758,0.3547895882724584,1.4545604192536283
0.003405356673345482,0.19492821389587325,-0.6899837895525924
1.0703477843953695,1.8706754998520425,1.6436219836041688
-1.9745606621117422,-1.4928078344927522,1.4358037513322819
1.2143087715137912,1.2680340135081039,-0.2119172653611806
0.9075395235177788,1.2010552192080954,-0.1466150245435548
-1.7712963269530706,-1.3243511358392133,3.0608359712228945
0.7233197744662458,0.83117305572689,0.08402839880413404
-0.48314504999952446,-0.40738636278418805,-0.22056397620638968
-0.6092660621416184,-0.1962262113617774,0.029318234372560453
-0.44903305220829387,0.6478902730534766,0.7871795669570814
1.5800266692491738,1.8216861971619518,0.4113881935360104
0.9953161310070231,1.9899845898432282,2.9209959026268475
1.5005539799000456,2.8419643356436906,0.4955009168953086
-1.5112588989013243,0.8174264858830278,-0.543504485010966
-1.0965869962681845,1.0510756628785085,-1.5192844387985112
1.4452645690653203,1.8950791301792533,0.947235129726836
-0.8191290108135966,-0.1964033437981871,0.37471845403986304
0.04646800065023193,0.3783528229698686,0.4738419136637797
-1.953813109967493,-1.4300123799866562,0.7098791543985212
0.027877816686518522,-0.07557161090901628,-0.48519547338792884
-0.32619059360741043,-1.0448673116837006,0.7196847593450072
1.0598844277702648,0.26784008952580707,0.4983277835451512
0.2240060160773261,0.5942661271714769,0.6623516773404704
1.4825076018411236,0.9189774710122777,-1.609950626347333
0.21251293418215272,-0.4402990909103486,-1.2131194986947367
0.09594259016192297,-0.6961695220758319,-0.04700632194796073
-0.17370540259804118,-0.4440907445545299,-0.3223505235360611
0.459582229649794,-0.5272689562490004,0.6708819487344827
0.4701881901462876,-0.020277319775587055,-0.9519487327602948
-0.4933364658419147,-0.28216407049971065,-0.2787029561206372
0.6426231977223436,0.369266361135269,-0.6315236013462457
-0.3196952596764714,-0.9928440245943443,-0.05208904751408716
-0.5503818311067267,-0.9042408481955311,0.26274321565631276
0.5299125583412735,-0.3945052219576979,-0.9160451749895493
-0.4483818387153642,-1.5179967508611403,-0.37958114049969227
0.3678845473210622,-1.285537698710176,0.7082920382080196
-0.05999833847629048,-1.0915442565062414,-0.42489151372674006
-0.3338453632431033,-1.81044971904295,0.1411887622165603
-0.32025140844205946,-1.1276588882522907,-0.3113001199911306
-0.2776398192158976,-1.2286022260523954,-0.7330024125518129
1.0249079448523932,0.8184306569658977,-0.1685896005687434
1.0494706012274684,-1.3140853790914035,-0.40419012098077717
0.7143159449649491,-0.7953893452277031,-1.3441700766040894
1.2785291513398793,-0.1313546001572276,-1.193328670829837
1.143647373562847,-0.4909127077497818,-0.8628239171359501
-0.35846557477074514,-2.116702239876884,-0.159315041470387
-0.6315704957491914,-1.9412066584665677,0.3854585244543447
